江丙坤 陈美惠
李玉茹 李少春
李玉茹 叶盛兰
陈良发 魏燕鹏
徐玉华 徐洪春
徐玉华 吴宗兰
徐玉华 徐玉峰
梁邦楚 傅抱石
梁邦楚 张书旗
陆游 唐婉
陆士嘉 张克澄
陆士嘉 张克群
陆士嘉 张维
马景涛 马世媛
马景涛 马世心
马景涛 唐韵
马景涛 于莉
马景涛 田丽
马景涛 吴佳尼
马景涛 马世天
马景涛 辛晓琪
谭希林 吴文彬
孔云龙 栾云平
梁冶中 梁稳根
孔东梅 李敏
孔东梅 孔继宁
孔东梅 陈东升
孔东梅 毛泽东
李烈钧 李赣驹
李烈钧 华世琦
孔燕松 孔瑶竹
关心焉 容星桥
龙剑笙 任剑辉
龙剑笙 白雪仙
周淑英 周广
马海龙 吴英华
马海龙 吴鉴泉
钟镇涛 钟懿
钟镇涛 范姜
宋美龄 孔令侃
宋美龄 宋嘉树
宋美龄 倪桂珍
宋美龄 宋庆龄
宋美龄 蒋纬国
宋美龄 蒋经国
宋美龄 蒋介石
吴国兴 陆如
吴国兴 白海
薛艳君 赵登先
薛艳君 张小兰
薛艳君 李凤梧
薛艳君 靳艳玲
王石 王宁
王石 王江穗
袁咏仪 张智霖
袁咏仪 张慕童
孙玉奎 孙寿斋
朱莲芬 顾合祥
安倍昭惠 安倍晋三
乐基儿 黎明
金敬姬 张金松
金敬姬 张成泽
金敬姬 金正淑
金敬姬 金日成
金敬姬 金正男
高敏 陈志刚
史敏 杨秋玲
史敏 李金鸿
庞清 姚滨
孙淳 傅丽莉
孙淳 孙周
嵇璜 嵇永仁
全公主 孙权
全公主 孙和
全公主 步夫人
全公主 朱据
全公主 孙峻
全公主 孙鲁育
全公主 全琮
全公主 周瑜
全公主 孙霸
马彦祥 沉樱
马彦祥 云燕铭
张艾嘉 王靖雄
张艾嘉 王令尘
张艾嘉 刘幼林
娜美 贝尔梅尔
白登云 王瑞芝
Einstein Martin
万伯翱 万里
沈星培 李春泉
沈星培 陆昌立
陈羽凡 白雪
佐藤荣作 佐藤信二
佐藤荣作 佐藤宽子
周冬齐 林永健
瞿颖 张亚东
瞿颖 李亚鹏
唐代宗 李逾
唐代宗 李适
唐代宗 李暹
唐代宗 睿真皇后
唐代宗 李连
张娣 冯小刚
魏玩 朱淑贞
魏玩 曾布
周汝昌 周伦玲
陈茹玉 何炳林
黄月山 李吉瑞
黄月山 黄荣胜
金敏喜 李政宰
慕容农 慕容垂
袁洁莹 罗美薇
袁立 徐威
袁立 林博文
王小宝 孙丽荣
王小宝 赵本山
宇文恺 宇文忻
小岚云 刘宝全
小岚云 白云鹏
小岚云 钟少亭
冯至 姚可崑
彭玘 韩滔
刘交 刘邦
卓琳 邓小平
卓琳 邓朴方
王俪桥 李嘉诚
王俪桥 李泽钜
梁启超 梁思懿
梁启超 梁从诫
梁启超 梁再冰
梁启超 王桂荃
周敦颐 程颢
法比亚诺 卡卡
张云标 相来炳
张云标 高兴荣
罗小奎 曹二庚
罗小奎 罗福山
罗小奎 罗文奎
濮方 宛萍
濮方 濮存昕
李万春 李永利
李万春 李圜春
刘永言 刘永好
刘永言 刘永行
托勒密二世 阿西诺亚一世
托勒密二世 阿西诺亚二世
清河长公主 曹昂
谈杨 杨旭
谈杨 朱挺
李国宝 李冠春
李国宝 李民斌
李国宝 李国章
李国宝 李国能
熊景斌 江钰源
吕彤羽 吕正操
宫崎骏 久石让
宫崎骏 宫崎吾朗
芮乃伟 吴清源
芮乃伟 江铸久
程小青 黄含章
程小青 程育真
孙昌宁 王学圻
陆锦花 夏赛丽
郑家纯 郑裕彤
小小彬 迷你彬
小小彬 小彬彬
杜婧 宋庆华
黄光裕 杜鹃
黄光裕 张志铭
黄光裕 黄俊钦
蒋方良 蒋经国
蒋方良 蒋孝勇
蒋方良 蒋孝章
元彪 元楼
元彪 元武
元彪 洪金宝
元彪 元泰
梁雨润 许倩玲
杨盛春 杨铁嗣
杨盛春 韩文亭
杨盛春 杨铁虎
赵灵儿 李逍遥
张晋 张楚儿
张晋 蔡少芬
杨振基 裴秀荣
杨振基 杨振铭
孙楠 买红妹
孙楠 买宝瑶
陈见飞 陈冠希
林晓霖 张梅
林晓霖 林彪
陈忠志 刘永杰
史冬鹏 乔艳蕊
史冬鹏 包又琴
尹靖 吴峰
聂卫平 兰莉娅
聂卫平 孔祥明
聂卫平 王静
战福章 战殊
张传良 邹市明
张传良 蔡波
滕丽名 郭政鸿
吴璘 吴玠
吴璘 楼诏
吴璘 郭浩
许冠英 许冠武
马时亨 曾启荣
马时亨 王培琪
扬古利 太祖
扬古利 纳穆泰
范瑞娟 章瑞虹
范瑞娟 袁雪芬
范瑞娟 傅全香
范瑞娟 韩婷婷
蔡振华 黄胜
克里斯特尔斯 里奥
薛觉先 新少华
薛觉先 唐雪卿
王韵通 王怡仙
筱文滨 徐宝奎
筱文滨 筱月珍
筱文滨 袁滨忠
筱文滨 邵滨孙
筱文滨 邵文滨
筱文滨 吴万达
筱文滨 小筱月珍
唐德刚 吴昭文
唐德刚 吴开先
